gender,age,income,year_joined,received-to-viewed-ratio,received-to-completed-ratio,average_transaction_value,number_of_transactions,predicted_cluster
1532,1532.0,1532.0,1532.0,1532.0,1532.0,1532.0,1532.0,1532.0
3,,,,,,,,
M,,,,,,,,
1217,,,,,,,,
,50.52415143603133,50358.35509138381,2014.58681462141,70.03698868581374,37.98629242819843,5.470626159901678,14.757180156657963,1.0
,18.41097893275875,12473.10007090164,0.9430046533255557,20.608056796271963,23.895994143897536,4.568159704506845,4.931514713872364,0.0
,18.0,30000.0,2013.0,0.0,0.0,1.1761538461538463,3.0,1.0
,35.0,39000.0,2014.0,60.0,20.0,2.797833333333333,11.0,1.0
,51.0,50000.0,2015.0,75.0,40.0,3.447601809954751,14.0,1.0
,64.0,60000.0,2015.0,80.0,50.0,6.070250000000001,18.0,1.0
,98.0,99000.0,2017.0,100.0,100.0,39.08846153846154,36.0,1.0
